"","ident","AQP4","SLC1A3","rna_HEPACAM","CD44","NGFR","NCAM1","CD24","rna_FUT4","CXCR4","PDGFRA","rna_ITGB2","rna_ITGB1","rna_TF","NKX2-2","rna_PROM1","MAP2"
"478","Mixed",0,-0.062788877183635,0,0.759312974652645,0.254956881077538,0.452118730632504,13.7411687200364,0,0.459020190398331,0,0,0,0,0,0,1.84246856493703
"479","Neurons - 1",0,0.00500245220323544,0,-0.0223276992929283,0.077637687262234,3.43159476693797,8.68145244448289,0,0.0769313600545825,0.0337256599375359,0,0,0,0.00173303263696742,0,5.58088145996602
"480","Mixed",0,0.0208757632511866,0,0,-0.364151208184153,0.256619271041092,0.457972483204887,0,0.554461262505788,0,0,3,0,0,0,0.330303445844674
"481","Radial Glia - 1",0,0.272840604039842,0,0.0161519471986754,0.0907307023182362,-0.100537247593178,2.46238272295638,0,-0.0716665221655434,0,0,1,0,0,0,1.5206950709804
"482","Radial Glia - 1",0,-0.134557231728327,0,0,0.130364426723673,0.0916565281887462,0.640950954277801,0,2.48954267150296,0,0,0,0,0,0,-0.0441589466781786
"483","Neurons - 1",0,-0.00126082824424893,0,0,0.0415306407451181,1.40348327229736,15.2201683103548,0,0.00802021901278169,0,0,1,0,0.000970953841045665,0,1.84381699437797
"484","Neurons - 1",0,-0.00434338608292173,0,0,0.0862956134900328,1.90187202001988,11.3139591032126,0,-0.0637230942593411,0,0,0,0,0.00308506229777616,0,1.36556861673395
"485","Mixed",0,0.032101776409774,0,0.0441945199364424,1.91237953701556,0.435352364456969,1.82289435697136,0,0.763414081412282,0,0,1,0,0.025241629061968,0,2.86848371693513
"486","Astrocytes",0.101306292789572,0.135173437086321,0,0.0538161183951002,-0.241994967620876,1.03675772838046,3.08514288697146,0,-1.11698495972058,0,0,2,0,0,0,2.72279367726454
"487","Astrocytes",0.107003685251678,0.0592201884851884,0,0.592801482367691,0.9526441172017,0.559505257890234,3.80419450017177,0,0.0845267068368409,-5.33830214269856e-05,0,0,0,0.0378594294006169,0,0.853458463369055
"488","Mixed",0,-0.0104721796739334,0,0,0.199867207723189,0.0922121919654576,1.6033782997205,0,0.227030232906059,0,0,0,0,0,0,0.488623079796803
"489","Radial Glia - 1",0,-0.146002497613249,0,0,-0.108714954290915,1.11721265894546,6.03003240712759,0,3.52046204896635,0,0,0,0,0,0,0.453422791571375
"490","Mixed",0,0.0111401553826959,0,0,-0.00588680821733905,0.233612482169962,1.02946016266235,0,0.328725698201553,0,0,1,0,0,0,0.242814127583647
"491","Neurons - 1",0,-0.0064694594674736,0,0,0.306268344895005,2.36508640962528,18.4784269299119,0,0.399763803104979,0.000948867605480757,0,1,0,0,0,7.38279006440419
"492","Mixed",0,0.0320164579285482,0,0,0.806200212893941,0.213510290067281,1.06284953357137,0,0.545718574512917,0,0,2,0,0,0,0.256314622603578
"493","NPC",0,0.0303041896953207,0,0,0.0104503994222661,0.95382792159389,6.98302346876119,0,0.111835752670808,0.00744169641301072,0,2,0,0.0193191370888781,0,2.83280618541612
"494","Mixed",0,0.0501966535342405,0,0,-0.0465490812504065,0.150758342503448,1.8758433547173,0,0.558010191661112,0,0,0,0,0,0,0.32473171236051
"495","Astrocytes",0.22594604030883,0.168986984282387,0,0.0438955186946749,0.0102855090611756,2.75001087414602,4.58371884403996,0,0.0646958521013743,0,0,0,0,0.0160083959726514,0,3.61066569716788
"496","Neurons - 2",0,0.02905267718697,0,0,0.921174551205467,-1.20543021516471,27.311996134679,0,-0.0797245589711948,0.0371350705102715,0,2,0,0,0,8.85655017579559
"497","Mixed",0,0.0329365084281373,0,0,0.769102159426304,0.176099772021052,1.71424950618157,0,0.18242316505969,0,0,1,0,0,0,1.25187948182972
"498","Astrocytes",0.395863007335443,0.145074954307202,0,0.136949783093345,-0.101146232143641,1.15818159788679,4.6556570578432,0,-0.495962263334566,0,0,0,0,0.0158872748715292,0,3.13078927476219
"499","Astrocytes",0.103275936603873,0.137109119255746,0,0.0486442317726179,-0.218346723349832,0.0451177502216218,2.06627522955217,0,-1.12512621929219,0,0,0,0,0,0,-0.263158447943572
"500","Astrocytes",0.155075778852224,1.68341775777882,0,1.20303813406706,-0.0893473397657418,2.33142352378071,8.93896877728513,0,0.274505148095937,-0.0642587053079393,0,0,0,0.111711811465061,0,4.03364164361767
"501","Neurons - 2",0,-0.119377235108756,0,0,0.156261451451341,11.2926386835079,29.0238320964149,0,0.664796556539596,0.00346816825947956,0,0,0,0,0,4.46704684564662
"502","Neurons - 1",0,0.00147107249945776,0,0,0.0194553812103157,2.86779625316406,11.907361617251,0,-0.00229841621875214,0,0,0,0,0.000890107340588961,0,1.88965952254501
"503","Radial Glia - 2",0,0.0437963681546119,0,0,1.89830456113279,3.14910535666057,13.1224466415853,0,0.112423797558087,0.0192199724452229,0,0,0,0,0,2.07657729116796
"504","Radial Glia - 1",0,2.47429888179502,0,0,0.00903024033139002,0.699745639054192,1.97606884300206,0,1.69011482387734,0,0,2,0,0.00698110154862454,0,0.0783497019579435
"505","Neurons - 2",0,0.0229103823955674,0,0,-0.0812846380136485,5.91613304579883,22.9516869643789,0,0.158084042777644,0.089196026108912,0,1,0,0,0,9.69092317513222
"506","Mixed",0,0.0106098259173123,0,0,-0.055017760206385,0.154748667635096,1.18980054822237,0,1.28177441248831,0,0,1,0,0,0,0.381927176513312
"507","Neurons - 1",0,0,0,0,0.0358359910881864,6.64121254466618,8.10827089448203,0,0.038491648977831,0,0,0,0,0.0081445462909322,0,1.79100081248663
"508","Mixed",0,0.0225479634419716,0,0,0.628216474861613,0.153418099692219,1.50587474788207,0,0.162084243568642,0,0,1,0,0,0,0.136398083064989
"509","Mixed",0,0.0364446964227722,0,0,-0.11657923093027,0.240885580066129,2.29491425876897,0,0.211260545172959,0,0,2,0,0,0,0.303019599443386
"510","Radial Glia - 1",0,0.533293024263624,0,0,0.0471789214476474,0.975598467571999,4.66071546458339,0,3.32124838561795,0,0,3,0,0,0,2.14054396484401
"511","Mixed",0,0.0430138361437338,0,0,0.734298736367539,0.0897972983316516,2.945336538391,0,1.38462144311325,0,0,1,0,0,0,0.404853575538249
"512","Neurons - 1",0,-0.00907960219265712,0,0,0.0533892517229206,3.00638911831169,9.18886985851013,0,0.0891019349116223,0,0,0,0,0.0268666685497724,0,2.73159990305251
"513","NPC",0,0.0415799181346447,0,0,0.144034292166082,1.57326532038368,7.83447141462859,0,0.235491333665815,0.000828062143091713,0,0,0,0.0579514570469392,0,4.79800675572954
"514","Radial Glia - 1",0.091100915555895,0.134439592123351,0,0.0317921816623283,0.769762465571786,1.03889037647454,1.98447502794166,0,1.49821418571649,-0.00122730124978954,0,0,0,0.000313378706545331,0,0.608253628734473
"515","Radial Glia - 1",0,-0.295394572752448,0,0,0.0834641737047601,0.278963070015841,1.17750116210215,0,0.323152096705626,-0.0903982114291656,0,0,0,0,0,1.25795000578816
"516","Radial Glia - 1",0,1.32204477529687,0,0,0.0234469801850961,0.0462153170291192,2.67978148298384,0,1.4411201542487,0,0,0,0,0.0144523205341093,0,0.363912280229076
"517","Neurons - 2",0,-0.155111270537562,0,-0.00235258162637758,0.0630900033561199,4.7642672233234,14.4530248990455,0,0.647510570600408,0,0,0,0,0,0,9.46265653576159
"518","Mixed",0,0.0226706881033736,0,-0.0724622654978286,1.01490067338522,0.199132807808329,7.09737283244516,0,0.395990398696905,0,0,0,0,0,0,5.24239686017897
"519","Radial Glia - 1",0,0.0171615604390962,0,0,0.113109972506157,0.172572880614918,1.02885484871003,0,0.233667818757593,-0.0452253132464671,0,1,0,0,0,1.13342649891681
"520","Neurons - 1",0,1.03820109464747,0,0,0.93516415334366,4.97301423159424,11.8383851628974,0,0.0946604395732762,0.028486411258568,0,2,0,0,0,7.32891926126437
"521","Neurons - 1",0,0.0397259442629715,0,0,0.0181196938465178,9.83861830779994,6.48963102810351,0,0.0032458457761632,0.00400943729718404,0,1,0,0,0,10.2838716452383
"522","Mixed",0,-0.0617708978601305,0,-0.00478496518959552,-0.0947717812502703,0.0513376357063689,1.87039517001659,0,0.194511192876615,0,0,1,0,0,0,0.0538000674706761
"523","Mixed",0,-0.000294978641433313,0,-0.0574680386213117,1.40686068574102,0.416540128771993,4.10987737338468,0,0.99384355798159,0,0,1,0,0,0,1.17134684446071
"524","Radial Glia - 1",0,0.286298145248751,0,0.0193406428653267,0.235518535342759,-0.169010120000756,0.19642759552685,0,0.41445120704818,0,0,0,0,0,0,-0.158813536861142
"525","Radial Glia - 2",0,0.00307167960890674,0,0,-0.0428607867820041,3.83191626258282,10.8755341598624,0,0.11528368367878,0.0173820306834961,0,0,0,0,0,6.23380095863905
"526","Neurons - 1",0,-0.00878150217816868,0,0,0.128360777691467,2.64321405884662,14.0375790462639,0,0.113402655711039,0,0,0,0,0.0062825233458571,0,7.00620537669887
"527","Mixed",0,1.05508996329095,0,0,-0.0670154150816053,0.342847617228586,2.87912354023391,0,0.302175935373287,0,0,1,0,0,0,0.0500325546565729
"528","NPC",0,0.0201766091482202,0,0,-0.06550798319036,4.00002780761855,14.4051468682,0,-0.140584452944011,0.0193491234794777,0,1,0,0.00319927629348498,0,2.66962674474639
"529","Radial Glia - 2",0,0.164655031637586,0,0,0.265348485386306,1.40456947932013,12.6024973160911,0,0.233323678122733,0,0,0,0,0.00926319469069802,0,1.45385867566197
"530","Radial Glia - 1",0,-0.239316508891518,0,0,0.0223659173200139,0.716915442010456,0.960394898091738,0,0.377415460545063,0,0,0,0,0.00334449390693439,0,-0.167612451249919
"531","NPC",0,0.0352323904062409,0,0,0.0433093935389693,0.546413613072288,5.21743152548602,0,0.107719802128403,0,0,0,0,0.0327242929263372,0,1.84009172493585
"532","Astrocytes",0.147082945029522,0.142359717529157,0,0.0211768898665948,-0.167736081223063,0.0802534192216456,8.89059747561327,0,4.29557362276377,-0.00372196544226135,0,4,0,0,0,2.57376532684438
"533","Mixed",0,-0.00381349440186044,0,0,0.151762415510528,0.905112041437302,4.32764201018971,0,0.0851300306979228,0.000203348934257879,0,0,0,0.0118845928440521,0,1.47423632181324
"534","NPC",0,0.0781682920700775,0,0,0.0867201942062313,4.46002798634328,3.81606429372253,0,0.080094754578256,0,0,1,0,0.00814529564000073,0,1.88195914500815
"535","Mixed",0,0.0248106909728723,0,0.186804704443742,0.390499095924948,0.189017591675705,7.68684579583441,0,0.953286607662264,0,0,9,0,0.0563953298036602,0,4.00407145917397
"536","Neurons - 1",0,-0.0141830324392019,0,0,0.0455547563580566,1.96734597012971,9.8546398166736,0,0.0628388312702385,0,0,1,0,0.0224939418824153,0,1.89723646574504
"537","Radial Glia - 1",0,0.0520364988034364,0,0,0.124099679813097,0.210605743767872,5.08962455954691,0,1.44440469457557,0,0,0,0,0,0,-0.0439610093508686
"538","Neurons - 2",0,0.0595965535271936,0,0,0.821741019608766,6.84173638215474,17.8107747377526,0,0.262068765759005,0.0930913874372935,0,2,0,0,0,13.3083012161995
"539","Mixed",0,0.0638109959592909,0,0,-0.297336818601727,1.85071730915391,17.027317978417,0,0.92452040370266,0,0,0,0,0,0,5.55475872060057
"540","Neurons - 1",0,0.020007250340797,0,0,0.051148566785454,3.60740413941896,9.3173062050318,0,-0.0641498991642923,0.00136890473339441,0,0,0,0,0,5.61580812234322
"541","NPC",0,0.0400822551044507,0,0,0.0752512803759503,0.841922124096558,9.31804393480432,0,4.11798949523237,0.00259608315379893,0,0,0,0.039926268008494,0,1.85042306913472
"542","Neurons - 1",0,-0.0187063766615442,0,0,0.0701878879003653,0.0704498474114478,11.6177962511316,0,1.92782065303301,0,0,0,0,0.0201561734207991,0,0.673831925025042
"543","Neurons - 1",0,0.00757467619703005,0,-0.00588136149550672,0.0400920718399439,3.40728885485331,19.3203079505195,0,-0.0851834829794255,0.0130706372230454,0,0,0,0.00269750377101155,0,2.26601757391491
"544","Neurons - 1",0,-0.00473450775201434,0,0,0.111037448177375,2.30878936607554,10.6903230352945,0,0.0926875838161672,0,0,0,0,0.00995866993557677,0,5.02504267825703
"545","Radial Glia - 2",0,0.0388341951205889,0,0.00119934910255804,-0.13013919870381,0.400911511292469,7.57960888272294,0,0.475083609890024,0.0451361955213755,0,0,0,0.000458051451249664,0,2.34996506723336
"546","Radial Glia - 1",0,0.120339198331084,0,0.01374719186787,0.118679633387811,2.01670118354017,7.7527653760494,0,0.468494669645283,0,0,0,0,0,0,1.03029864328623
"547","Radial Glia - 1",0,-0.0710729398639105,0,0,0.169701141961838,1.06483967372445,3.76476886013753,0,1.30716395856906,0,0,0,0,0,0,1.24533204220548
"548","Neurons - 1",0,-0.0443415082840548,0,0.000881406702976933,-0.100594156390183,2.14113627114162,5.76731799525076,0,0.224255718859869,0.0155614556707748,0,0,0,0,0,1.98059399570125
"549","NPC",0,0.0239710030956888,0,0,0.164379299390254,2.8409448894643,4.90130388712844,0,0.287999646792757,0.000148062117541642,0,0,0,0.0830535704034937,0,3.01965080852993
"550","Neurons - 1",0,0.00706851792980216,0,-0.0170771529525064,0.059309738037865,2.27353270992625,16.928224327783,0,0.0219532552102017,0.0356288400056611,0,0,0,0.00220771080024169,0,5.24763201767633
"551","Radial Glia - 1",0,1.00428415442064,0,0,0.123265244974284,0.327112173930064,2.50279024462152,0,1.43228634403953,0,0,1,0,0,0,1.84776153554968
"552","NPC",0,0.0269791597285459,0,0,-0.0238660910548297,0.940848043811796,12.2286047829133,0,0.874983017971915,0.0164870951154337,0,0,0,0.0125966658599181,0,4.68202819907472
"553","Mixed",0,-0.00360635195136072,0,0.0216640319254527,1.51215285857147,0.142407038965997,2.6041210785525,0,0.28310753988175,0,0,3,0,0.0185448467008651,0,0.76323650707696
"554","Radial Glia - 1",0,0.889804532527358,0,0,0.958898215540096,1.01518885438817,16.3850593653544,0,0.482751354316384,0,0,0,0,0,0,5.81250392020723
"555","Radial Glia - 1",0,0.423815403008266,0,0,0.0983425098525501,4.26048521294232,10.9269768304826,0,-0.273317300899499,0,0,1,0,0.00129289460865291,0,6.49852670199898
"556","Radial Glia - 1",0,0.362659052221327,0,0,1.21022893458643,2.05857779665348,7.95474176037797,0,3.41737988590194,0,0,1,0,0,0,0.147126337056749
"557","Neurons - 1",0,0.0181547828464146,0,-0.0103673087633611,0.0623332342926718,1.69345713273816,14.0865633621498,0,0.153919320511845,0.00421936756276319,0,2,0,0.00370382012183117,0,3.41883540872018
"558","Mixed",0,0.0643090366865214,0,0,0.887433042923843,0.122837018097758,3.07613159723082,1,0.55983828694584,0,0,3,0,0,0,0.417015054651459
"559","Radial Glia - 1",0,-0.162464044240172,0,0,0.0664935240307651,0.39010338478476,1.95373559948321,0,0.400872318397087,0,0,3,0,0,0,-0.195199229465762
"560","Radial Glia - 1",0,0.143468198508703,0,0,0.0256946007611779,0.98856601776437,4.28230024616559,0,1.80912410776934,-0.0558409907717629,0,0,0,0,0,0.190034683035826
"561","Radial Glia - 1",0,0.265359312069367,0,0,0.114227237271933,1.90327572768151,4.73958636044028,0,2.99123387757371,0,0,1,0,0,0,0.0841335620921363
"562","Mixed",0,0.0287707668054442,0,0,-0.323639557668484,0.25337473155172,4.02491830433445,0,0.147138741145104,0,0,0,0,0,0,4.14543407725933
"563","NPC",0,0.0877076432604394,0,0,0.182574397373978,-0.545156386631379,10.2856989686242,0,6.03810236477131,0,0,0,0,0,0,3.7510055454865
"564","Neurons - 1",0,0,0,0,0.00529090117920734,1.9657889694872,9.73741395275247,0,0.0876697780446684,0,0,0,0,0.00653444905451034,0,9.85883984988094
"565","NPC",0,0.0252053843411226,0,0,-0.0434935695945323,1.89143988268648,11.4344327141351,0,-0.0163527169804028,0.0222214926650648,0,0,0,0.00248189790141704,0,3.72784531637311
"566","Neurons - 2",0,0.0156675176666931,0,0,-0.0895571836102254,5.79227698177577,7.7242656835008,0,-0.00977049049199266,0.076846654255949,0,0,0,0.0107210987718839,0,12.8415899765708
"567","Neurons - 1",0,-0.00397187432049507,0,0,0.15140732054999,2.71498089259122,8.56593217477115,0,0.17492316128916,0,0,0,0,0.0224147720967869,0,5.25699944703804
"568","Neurons - 1",0,0.0113085123322772,0,0,0.0325757914469081,3.1689788106581,6.13086525854259,0,0.0469034791047599,0.0028278646933114,0,1,0,0,0,7.52220064439743
"569","Neurons - 1",0,0.0945521008247387,0,0,0.104135550414715,2.50852301426212,25.6890470178079,0,3.95201821371118,0.0489998864493278,0,3,0,0,0,23.1850625919335
"570","Astrocytes",0.146000230212889,0.115407801552991,0,0.325686397902265,0.0556393472894678,0.804904199045119,1.10518368109591,0,0.137544218479792,0,0,1,0,0.0739644013119676,0,1.2559477623049
"571","Radial Glia - 1",0,0.512797543965694,0,0,0.0167964736040708,1.09812945838938,0.875390017731385,0,1.90143601139744,0,0,1,0,0.0168593395918668,0,1.32230170185003
"572","Mixed",0,0.136513307496264,0,0,-0.0687033846030824,0.105397331217704,9.39425049924058,0,0.66518915684439,0,0,1,0,0,0,0.0662740836660342
"573","Radial Glia - 1",0,-0.161430743711069,0,0,0.0223620880080979,1.72914820373483,3.66011758562739,0,1.12118694753981,0,0,1,0,0.00989217635016167,0,1.7656051311553
"574","Astrocytes",0.201983985822347,0.34742687057779,0,0.182656181977457,0.023122137144349,0.536107436391319,5.62288127300517,0,0.11446428475326,0,0,1,0,0.029285742290776,0,4.12429191562313
"575","Neurons - 2",0,0.0400556854165291,0,0,0.859714542593001,13.1833520717337,30.8065250892929,0,1.15401934964362,0.129732723845101,0,3,0,0,0,6.72943721340511
"576","Neurons - 2",0,0.0645834089468759,0,0,-0.0995737519679786,2.01665466020112,34.752006534911,0,0.320487053262948,0.0761369196871804,0,0,0,0,0,11.4943354207785
"577","Astrocytes",0.0688593727183012,0.366761135889506,0,0.0249310439990668,0.0241775571821768,1.23963988968208,3.07906339317753,0,0.528778581822394,0,0,1,0,0,0,0.656989582529438
"578","Radial Glia - 2",0,0.0529411959408501,0,0,0.18173768815894,0.0417774913106049,5.91299616575742,0,0.131803028113833,0,0,0,0,0,0,1.70080810769918
"579","Neurons - 2",0,0.082758589546827,0,0,0.983055488979223,5.34495357123699,22.4048565871098,0,0.226321300929781,0.0683819614702749,0,2,0,0,0,8.91655901691675
"580","Mixed",0,0.0235242350350085,0,0,0.0403341300142314,0.185030900020703,4.06658689661115,0,0.160662055686848,0,0,0,0,0,0,1.2054386845553
"581","Radial Glia - 2",0,0.0674475886924889,0,0,0.195443469748686,2.27443652806574,4.3331249523007,0,0.0620818506295985,0,0,0,0,0,0,2.99338957379839
"582","Radial Glia - 1",0,1.12184047480455,0,0,0.10020350680727,0.162409031813399,2.06228496337105,0,1.17989914419482,0,0,0,0,0.00124922126686904,0,0.14934013167517
"583","Neurons - 1",0,0.0445978142273398,0,0,0.102093090175056,5.58296680433613,23.3035484560656,0,0.0872429441980217,0,0,0,0,0,0,6.34460248054296
"584","Radial Glia - 2",0,0.00649188724805308,0,6.69741306700594e-05,-0.161048506429705,3.52216140963186,6.85240080035944,0,1.41880784048003,0.124110170884231,0,2,0,0,0,9.43721754648631
"585","Neurons - 1",0,0.0389332793946914,0,-0.00477177063808515,0.05954241312587,4.34626602423368,11.9926073388522,0,-0.0960486979602336,0,0,0,0,0.00867513826989845,0,3.39386478616503
"586","Radial Glia - 1",0,0.103716127735038,0,0,0.0105410480902041,0.0130798149117456,1.14579221782494,0,0.821480583746522,-0.0113673694865204,0,0,0,0.0242073103627648,0,0.912882087925871
"587","Mixed",0,0.111842581272121,0,0,0.729724478555094,1.86015416844633,14.3571188435536,0,0.803663516147982,0,0,0,0,0,0,3.52832610950895
"588","NPC",0,0.0353734546272339,0,0,0.0279454561756363,1.7565246921107,10.3072936121641,0,0.101422135742022,0,0,0,0,0.0363862950268895,0,3.90549060951496
"589","Neurons - 1",0,0,0,0,0.0136254212040716,1.03176141434376,4.26107467209612,0,0.0907598233929603,0,0,1,0,0.00311453964901438,0,1.92441884497567
"590","Radial Glia - 1",0.0122789218185435,-0.0595277361896957,0,0.00613946090927176,0.0398884636108413,-0.10114425672087,2.16900767857787,0,-0.0134774494618862,-0.0109951383645286,0,3,0,0,0,-0.162522537052704
"591","Radial Glia - 2",0,0.291187905409324,0,0.0115740018126671,0.18393350069212,1.04056374057842,9.32256328644474,0,0.272612290368236,0,0,0,0,0,0,-0.335831961233191
"592","Neurons - 1",0,0.00536684048542618,0,-0.00683081461273644,0.0230096369051656,1.91028422642591,14.1156486825385,0,-0.0313081259309486,0,0,0,0,0.00479710195506324,0,3.55607118546698
"593","Radial Glia - 2",0,0.0393682780000944,0,0,0.199271525988264,4.95721004828589,14.3227286906279,0,0.273244482509595,0.0223759250902393,0,0,0,0.0105419513546303,0,5.87021255569864
"594","Astrocytes",0.301714112994533,0.252839145738262,0,0.150031935811516,-0.0281822342294072,0.470424791590399,2.80145362227833,0,1.77059805573209,-0.0312754779921567,0,1,0,0.0263694547178146,0,0.387483379287542
"595","Radial Glia - 2",0,0.322472050563705,0,0,0.250963927222455,0.516173655716331,6.65860868850766,0,0.688017851007384,0,0,0,0,0,0,0.425416703832241
"596","Neurons - 1",0,0.00585172903506041,0,-0.0189783222465689,0.0273247662911647,4.94329403019946,14.7528333764174,0,-0.00630317164927451,0.0136403976918854,0,0,0,0.00184027663996607,0,0.503838427099732
"597","Mixed",0,0.00206806158500675,0,0,0.768590603232386,0.178369708235374,0.920259246296539,0,0.767451653437996,0,0,3,0,0,0,0.759949508650443
"598","Mixed",0,-0.0323919170239846,0,0,0.881193919004772,0.126026523131999,2.55337406756841,0,0.142514858191224,0,0,1,0,0,0,0.142241779593485
"599","Astrocytes",0.0280288559355449,0.0392678240125141,0,-0.00829147399115684,-0.163338558802058,1.2181555421629,4.80956364421651,0,0.162060243039217,0,0,1,0,0,0,1.16428322561616
"600","Neurons - 1",0,0.0261842315279168,0,0,-0.0272389278889957,1.26748240757592,10.8728587201469,0,0.114398680861509,0.0528695518619851,0,0,0,0.0142116740525708,0,3.41551809715962
"601","Neurons - 1",0,-0.0340811773506367,0,0,0.255433042729423,-0.0508668619833949,12.7590494606987,0,0.192841355196304,0,0,0,0,0.0431665087150893,0,2.88851481786334
"602","Neurons - 2",0,0.749578182392092,0,-0.00805071277844812,1.20856212239128,2.72245121843887,25.9501292265201,0,0.764786277736245,0.0138294798934006,0,0,0,6.25009601914879e-05,0,8.63478004797596
"603","Neurons - 1",0,0.00227660460367385,0,0,0.0247925253424637,5.5107495359042,14.9819801585716,0,-0.0324325274327909,0,0,0,0,0.00163140468903526,0,1.35467161270976
"604","Radial Glia - 1",0,0.291280365682436,0,0,0.173734714061222,0.129606279064468,2.85939896968292,0,2.51270979389025,0,0,1,0,0,0,-0.0466298303038726
"605","Neurons - 1",0,0.00881251933346671,0,0,1.16104348839095,0.312712776867923,4.77907394951917,0,0.152370807290383,0.0093404349473115,0,0,0,0.025848270534102,0,2.94266214033822
"606","Astrocytes",0.0779961086838462,1.00319217436881,0,0.521891925124735,-0.0350242271450797,1.73222836423423,5.69870274119122,0,-0.774043070501933,0.960158906316846,0,6,0,0.0469250808700572,0,5.95733660833833
"607","Neurons - 1",0,0.00404025524427968,0,-0.00161656665996325,0.0949180085139093,11.088688640985,4.46144561585556,0,0.0593634204992464,0.038129791357432,0,1,0,0.01272376366726,0,4.38806043662646
"608","Neurons - 1",0,0.0789026580880008,0,0,0.106363625782449,3.03507299072621,24.2114756307431,0,-0.0172513281307915,0.0170669288555661,0,1,0,0,0,1.23533437258665
"609","Radial Glia - 1",0,-0.0971778072516654,0,0,-0.0208823398182355,0.288063808488881,5.34898764555984,0,1.8613016281897,0,0,0,0,0,0,0.551975160880288
"610","Neurons - 2",0,-0.0775002265513201,0,-0.00170643861532491,0.370991820636927,5.39795027581415,11.1486165334322,0,0.674922201182345,0,0,1,0,0.00937138442866767,0,6.18219320900518
"611","Astrocytes",0.0852279804930273,0.103793888110013,0,0.0700424863854856,-0.125468768958329,1.12699500713083,2.13595439836979,0,7.61482422453329,0,0,0,0,0,0,2.38041719670264
"612","Astrocytes",0.0959499920467834,1.22161688813326,0,0.765721556603701,-0.0775117962352388,3.02955480650785,7.47176005278342,0,12.9747669320223,-0.0710456076561558,0,6,0,0.0537842758398045,0,7.81846717048814
"613","Neurons - 1",0,0.416516650177299,0,0,0.0511846653356263,1.44864774945711,14.7903267153051,0,0.431570583403398,0,0,0,0,0,0,4.16110052960698
"614","Radial Glia - 1",0,-0.0611328704992552,0,0,0.0129535374949462,1.60638755383911,6.95780615383793,0,0.142002404894297,0,0,0,0,0.00512221148962644,0,0.63685582743445
"615","Radial Glia - 2",0,0.111950640317452,0,0,0.456111271968714,2.34845456008054,2.08179519204689,0,0.0259104862360264,0,0,1,0,0,0,0.207356167584435
"616","Neurons - 2",0,0.123418007671613,0,0,-0.146912390209861,14.4095861688765,68.7177100574564,0,0.41918560148843,-0.00113531773321946,0,2,0,0,0,41.3873521691392
"617","Mixed",0,-0.0624548274458125,0,-0.136410988720753,0.021459960865594,0.177560424745326,1.20856205668145,0,0.277184236581844,0,0,1,0,0,0,0.137416518189657
"618","Neurons - 1",0,0,0,0,0.0249180350099259,0.70919282220354,14.7792966781559,0,0.0200934747725102,0,0,0,0,0.00328218491906398,0,2.0111237789607
"619","Neurons - 1",0,0.0106585958021857,0,-0.00535554894435751,0.0414281861754193,5.58005537938871,17.3668533108958,0,0.0632800291074647,0.0117390286017656,0,0,0,0,0,10.5375910606136
"620","Mixed",0,-0.0405719290134163,0,0,0.78920777098773,0.0542557796388169,-0.0860370201119363,0,0.331951122484273,0,0,2,0,0,0,0.221857609466694
"621","Mixed",0,-0.0310917505118644,0,-0.00108357918329581,0.0447191516582534,0.0265876638694722,4.26094912002808,0,0.217812288060672,0,0,0,0,0,0,0.876182384645248
"622","Astrocytes",0.0257619507712266,0.297902521191195,0,0.0663859736372102,0.047740845013462,0.0484478281852988,1.29268416364925,0,0.394241017441076,0,0,1,0,0.0156566830947707,0,2.37493292991612
"623","Astrocytes",0,0.0635739384592273,0,0.386975122669252,3.36581694430386,0.152965214744153,5.5268143030388,0,0.0625872917824577,0,0,4,0,0.0691245914679896,0,2.23099944280305
"624","Mixed",0,0.189714222016933,0,0,-0.187719868172751,0.287512697275742,5.08908709796686,0,1.47113327617346,0,0,2,0,0,0,3.42568023923582
"625","Neurons - 1",0,0.0032378419909879,0,-0.000951100935401851,0.00856761740899349,2.47764592560084,17.496925212409,0,0.0112466833562783,0.0122282914030278,0,1,0,0.00160808548562951,0,1.43340562267683
"626","Astrocytes",1.21565497816503,0.234564630023196,0,0.0743799530427607,0.0421544580961085,0.58196055830947,4.65028169636753,0,0.0912497939033074,0,0,1,0,0.00849605028600453,0,3.18135785872806
"627","Neurons - 2",0,0.0593977085488076,0,0,0.0942606156319747,1.00208578504903,20.0956920486627,0,-0.0677247413033282,0.000958487098878424,0,0,0,0,0,6.74599859337789
"628","NPC",0,0.021420301559592,0,0,0.120897546746553,-0.218224489120063,8.51628212674565,0,0.185072920054263,0,0,1,0,0.0545631190269515,0,3.2005796386692
"629","NPC",0,0.0379567837772002,0,0,0.0578128452325555,2.97535306486243,7.37299942163945,0,0.152280788865577,0.00113406120257671,0,0,0,0.0465606310912421,0,1.62131438568993
"630","Astrocytes",0.31399536274327,0.126747799520419,0,0.158454092018371,-0.0550747421951906,0.282814013152283,2.80936335742437,0,-0.0667665422365796,-8.39940512076317e-05,0,2,0,0.0224268439725551,0,1.37504905360145
"631","Mixed",0,0.0593041868859604,0,0,-0.10877499524823,0.119545382944471,0.614651988727507,0,0.539173734922854,0,0,2,0,0,0,0.373604309023389
"632","Neurons - 1",0,0,0,0,0.0516383814281577,2.22105168342701,11.9833728499795,0,0.021959062866256,0,0,0,0,0.0130334088204215,0,5.42871000767785
