"","ident","AQP4","SLC1A3","rna_HEPACAM","CD44","NGFR","NCAM1","CD24","rna_FUT4","CXCR4","PDGFRA","rna_ITGB2","rna_ITGB1","rna_TF","NKX2-2","rna_PROM1","MAP2"
"3914","Radial Glia - 1",0,2,0,0,0,2,1,0,3,0,0,3,0,0,0,1
"3915","Neurons - 2",0,0,0,0,1,4,21,0,0,0,0,0,0,0,0,5
"3916","Radial Glia - 2",0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,6
"3917","NPC",0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,3
"3918","Radial Glia - 1",0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"3919","Oligos",0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,5
"3920","Mixed",0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
"3921","Radial Glia - 1",0,0,0,0,0,3,10,0,2,0,0,0,0,0,0,6
"3922","Radial Glia - 1",0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
"3923","Mixed",0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0
"3924","Neurons - 1",0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,10
"3925","Neurons - 2",0,0,0,0,0,3,22,0,0,2,0,0,0,0,0,8
"3926","Radial Glia - 2",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1
"3927","Radial Glia - 1",0,1,0,0,0,3,4,0,0,0,0,1,0,0,0,2
"3928","Radial Glia - 1",0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0
"3929","Radial Glia - 1",0,1,0,0,1,0,5,0,0,0,0,1,0,0,0,1
"3930","Oligos",0,0,0,0,0,1,12,0,1,0,0,0,0,0,0,0
"3931","Radial Glia - 1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"3932","Oligos",0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,9
"3933","Radial Glia - 1",0,0,0,0,0,24,49,0,0,0,0,1,0,0,0,14
"3934","Radial Glia - 2",0,0,0,0,2,6,13,0,0,0,0,1,0,0,0,9
"3935","Mixed",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3936","Neurons - 1",0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,2
"3937","Neurons - 1",0,0,0,0,0,1,7,0,2,0,0,0,0,0,0,2
"3938","Radial Glia - 1",0,2,0,0,0,2,8,0,0,0,0,0,0,0,0,0
"3939","Neurons - 2",0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,6
"3940","Neurons - 1",0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,1
"3941","Mixed",0,0,0,0,0,0,10,0,3,0,0,2,0,0,0,0
"3942","Neurons - 2",0,0,0,0,0,5,26,0,0,0,0,1,0,0,0,9
"3943","Radial Glia - 1",0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,1
"3944","Mixed",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"3945","Neurons - 1",0,0,0,0,0,2,11,0,0,0,0,1,0,1,0,0
"3946","Neurons - 1",0,0,0,0,0,5,14,0,0,0,0,2,0,0,0,3
"3947","Neurons - 2",0,0,0,0,0,17,38,0,0,1,0,4,0,0,0,13
"3948","Neurons - 1",0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,1
"3949","NPC",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1
"3950","Neurons - 2",0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,10
"3951","Neurons - 1",0,0,0,0,0,4,10,0,0,0,0,1,0,0,0,4
"3952","Mixed",0,1,0,0,1,0,8,0,6,0,0,0,0,0,0,1
"3953","Neurons - 1",0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,4
"3954","Neurons - 1",0,0,0,0,0,2,16,0,0,0,0,1,0,0,0,3
"3955","Radial Glia - 2",0,0,0,0,0,3,9,0,7,0,0,2,0,0,0,7
"3956","Mixed",0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,2
"3957","Radial Glia - 2",0,0,0,0,0,9,4,0,2,0,0,0,0,0,0,1
"3958","Neurons - 2",0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,3
"3959","Neurons - 2",0,0,0,0,0,5,23,0,1,0,0,0,0,0,0,7
"3960","Radial Glia - 1",0,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0
"3961","Astrocytes",0,2,0,1,0,5,2,0,0,0,0,7,0,0,0,8
"3962","Oligos",0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,1
"3963","Neurons - 1",0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,4
"3964","Mixed",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3965","Neurons - 1",0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,4
"3966","Mixed",0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"3967","Radial Glia - 2",0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,10
"3968","Neurons - 1",0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,4
"3969","Oligos",0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0
"3970","Radial Glia - 1",0,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0
"3971","Oligos",0,0,0,0,0,4,10,0,1,0,0,0,0,0,0,3
"3972","Radial Glia - 2",0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,2
"3973","Oligos",0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,2
"3974","Radial Glia - 2",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"3975","Radial Glia - 2",0,0,0,0,1,1,6,0,0,0,0,1,0,0,0,2
"3976","Oligos",0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,6
"3977","NPC",0,0,0,0,1,2,20,0,0,0,0,0,0,0,0,1
"3978","Oligos",0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,1
"3979","Radial Glia - 2",0,0,0,0,0,2,9,0,6,0,0,1,0,0,0,2
"3980","Oligos",0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,5
"3981","Radial Glia - 1",0,0,0,0,0,3,3,0,1,0,0,1,0,0,0,2
"3982","Neurons - 1",0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,5
"3983","Mixed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3984","Radial Glia - 2",0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2
"3985","Radial Glia - 1",0,0,0,0,0,4,9,0,0,0,0,1,0,0,0,1
"3986","Radial Glia - 1",0,0,0,0,0,1,2,0,2,0,0,1,0,0,0,1
"3987","Oligos",0,0,0,0,0,3,7,0,2,0,0,2,0,0,0,1
"3988","Neurons - 2",0,0,0,0,1,6,12,0,1,0,0,0,0,0,0,4
"3989","Radial Glia - 1",0,1,0,0,0,0,6,0,3,0,0,1,0,0,0,0
"3990","Radial Glia - 1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"3991","Oligos",0,0,0,0,1,2,2,0,0,0,0,2,0,0,0,1
"3992","Oligos",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1
"3993","Neurons - 2",0,0,0,0,0,4,28,0,1,0,0,0,0,0,0,4
"3994","Mixed",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"3995","Neurons - 1",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3
"3996","Radial Glia - 1",0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0
"3997","Radial Glia - 1",0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"3998","Mixed",0,0,0,0,0,2,7,0,5,0,0,1,0,0,0,1
"3999","Oligos",0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,4
"4000","Neurons - 1",0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,4
"4001","Neurons - 1",0,0,0,0,0,2,6,0,0,0,0,1,0,0,0,5
"4002","Mixed",0,0,0,0,0,2,2,0,4,0,0,1,0,0,0,2
"4003","Radial Glia - 1",0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0
"4004","Astrocytes",1,5,0,1,0,7,10,0,0,0,0,3,0,0,0,9
"4005","Radial Glia - 2",0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0
"4006","Radial Glia - 2",0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,3
"4007","Oligos",0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,2
"4008","Neurons - 1",0,0,0,0,0,7,8,0,0,0,0,1,0,0,0,11
"4009","Radial Glia - 1",0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0
"4010","Mixed",0,0,0,0,1,0,4,0,0,0,0,2,0,0,0,3
"4011","Radial Glia - 1",0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0
"4012","Radial Glia - 2",0,0,0,0,0,2,13,0,0,0,0,1,0,0,0,2
"4013","Radial Glia - 1",0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,2
"4014","Radial Glia - 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4015","Mixed",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4016","Radial Glia - 2",0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,4
"4017","Neurons - 2",0,0,0,0,2,26,68,0,2,0,0,6,0,0,0,33
"4018","Neurons - 1",0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,1
"4019","Mixed",0,0,0,0,0,5,7,0,1,0,0,1,0,0,0,5
"4020","Mixed",0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"4021","Radial Glia - 1",0,0,0,0,0,1,3,0,6,0,0,0,0,0,0,1
"4022","Radial Glia - 1",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1
"4023","Neurons - 1",0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,1
"4024","Oligos",0,0,0,0,0,2,7,0,2,0,0,0,0,0,0,0
"4025","Neurons - 2",0,0,0,0,0,14,8,0,0,0,0,1,0,0,0,13
"4026","Neurons - 1",0,0,0,0,0,1,7,0,0,0,0,1,0,0,0,2
"4027","Neurons - 1",0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,8
"4028","Neurons - 2",0,0,0,0,1,9,27,0,1,0,0,1,0,0,0,20
"4029","Neurons - 1",0,0,0,0,1,1,13,0,0,0,0,2,0,0,0,8
"4030","Mixed",0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,4
"4031","Neurons - 1",0,0,0,0,0,3,12,0,0,0,0,1,0,0,0,5
"4032","Neurons - 1",0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,5
"4033","Mixed",0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"4034","Neurons - 2",0,0,0,0,0,2,14,0,1,0,0,0,0,0,0,4
"4035","Mixed",0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1
"4036","Neurons - 2",0,0,0,0,0,9,27,0,0,0,0,1,0,0,0,10
"4037","Radial Glia - 1",0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
"4038","Mixed",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
"4039","Radial Glia - 1",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"4040","Oligos",0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,3
"4041","Mixed",0,1,0,1,0,2,6,0,0,0,0,1,0,0,0,3
"4042","Neurons - 1",0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,1
"4043","Neurons - 1",0,0,0,0,0,3,5,0,0,0,0,1,0,0,0,8
"4044","Oligos",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1
"4045","Neurons - 1",0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,2
"4046","Neurons - 2",0,0,0,0,0,6,33,0,0,0,0,0,0,0,0,8
"4047","Radial Glia - 1",0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1
"4048","Neurons - 1",0,1,0,0,0,4,19,0,0,0,0,0,0,0,0,2
"4049","Neurons - 1",0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,4
"4050","Neurons - 1",0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,4
"4051","Radial Glia - 2",0,0,0,0,0,4,14,0,0,0,0,1,0,0,0,7
"4052","Mixed",0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2
"4053","Radial Glia - 1",0,1,0,0,0,1,4,0,8,0,0,0,0,0,0,1
"4054","Oligos",0,0,0,0,0,1,11,0,0,0,0,1,0,0,0,0
"4055","Mixed",0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
"4056","Neurons - 1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4
"4057","Radial Glia - 1",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"4058","Mixed",0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1
"4059","Radial Glia - 1",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"4060","Neurons - 1",0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,2
"4061","Oligos",0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,2
"4062","Oligos",0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,5
"4063","Neurons - 1",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3
"4064","Neurons - 1",0,0,0,0,0,0,7,0,1,0,0,1,0,0,0,2
"4065","Radial Glia - 1",0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"4066","Oligos",0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,1
"4067","Neurons - 2",0,0,0,0,0,15,30,0,0,0,0,2,1,0,0,25
"4068","Neurons - 1",0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,6
"4069","Oligos",0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,2
"4070","Radial Glia - 1",0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0
"4071","Radial Glia - 1",0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0
"4072","Radial Glia - 1",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4073","Radial Glia - 1",0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0
"4074","Mixed",0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,2
"4075","Neurons - 2",0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,7
"4076","Mixed",0,0,0,0,0,0,3,0,4,0,0,1,0,0,0,0
"4077","Neurons - 1",0,0,0,0,0,2,5,0,2,0,0,1,0,0,0,5
"4078","Mixed",0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1
"4079","Mixed",0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,7
"4080","Oligos",0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,1
"4081","Oligos",0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1
"4082","Radial Glia - 1",0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0
"4083","Radial Glia - 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4084","Radial Glia - 2",0,1,0,0,2,1,4,0,0,0,0,2,0,0,0,0
"4085","Oligos",0,0,0,0,0,1,13,0,0,0,0,1,0,0,0,1
"4086","Neurons - 2",0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,2
"4087","Mixed",0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,1
"4088","Radial Glia - 1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
"4089","Neurons - 1",0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,1
"4090","Neurons - 2",0,0,0,0,0,2,20,0,0,1,0,0,0,0,0,6
"4091","Neurons - 1",0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
"4092","Radial Glia - 2",0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0
"4093","Radial Glia - 1",0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,1
"4094","Oligos",0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,3
"4095","Neurons - 1",0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1
"4096","NPC",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1
"4097","Neurons - 1",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4
"4098","Radial Glia - 1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4099","Radial Glia - 1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
"4100","Astrocytes",0,5,0,2,0,6,10,0,1,0,0,3,0,1,0,0
"4101","Neurons - 1",0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,3
"4102","Mixed",0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,2
"4103","Neurons - 1",0,0,0,0,0,2,18,0,0,0,0,1,0,0,0,5
"4104","Mixed",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"4105","Radial Glia - 1",0,0,0,0,0,0,11,0,3,0,0,2,0,0,0,1
"4106","Oligos",0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,6
"4107","Mixed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4108","Mixed",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4109","Neurons - 2",0,1,0,0,0,12,29,0,0,0,0,2,0,0,0,8
"4110","Oligos",0,0,0,0,0,3,7,0,1,0,0,0,0,0,0,2
"4111","Neurons - 1",0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,2
"4112","Neurons - 2",0,0,0,0,0,15,25,0,0,0,0,1,0,0,0,16
"4113","Radial Glia - 1",0,1,0,0,0,1,5,0,1,0,0,2,0,0,0,1
"4114","Radial Glia - 1",0,1,0,0,0,3,1,0,1,0,0,1,0,0,0,2
"4115","Oligos",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2
"4116","Neurons - 1",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2
"4117","Radial Glia - 1",0,4,0,0,0,0,3,0,2,0,0,0,0,0,0,2
"4118","Mixed",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
"4119","Radial Glia - 1",0,0,0,0,1,8,11,0,1,0,0,1,0,0,0,7
"4120","Neurons - 1",0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,3
"4121","Neurons - 2",0,0,0,0,1,10,25,0,0,0,0,2,0,0,0,8
"4122","Neurons - 1",0,0,0,0,1,5,3,0,0,0,0,1,0,0,0,9
"4123","Mixed",0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,1
"4124","Neurons - 1",0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,7
"4125","Radial Glia - 1",0,1,0,0,0,5,17,0,2,0,0,5,0,0,0,3
"4126","Neurons - 2",0,0,0,0,0,19,32,0,1,0,0,0,0,0,1,18
"4127","Neurons - 1",0,0,0,0,0,2,20,0,1,0,0,1,0,0,0,10
"4128","Oligos",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2
"4129","Radial Glia - 2",0,0,0,0,1,2,16,0,0,0,0,1,0,0,0,4
"4130","Mixed",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"4131","Neurons - 2",0,0,0,0,0,14,28,0,0,0,0,0,0,0,0,19
"4132","Radial Glia - 2",0,0,0,0,0,2,6,0,0,0,0,2,0,0,0,3
"4133","Neurons - 1",0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,4
"4134","Mixed",0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1
"4135","Neurons - 1",0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,4
"4136","Radial Glia - 1",0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0
"4137","Neurons - 2",0,1,0,0,4,55,75,0,5,0,0,6,0,0,0,63
"4138","Neurons - 2",0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,2
"4139","Oligos",0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,1
"4140","Radial Glia - 2",0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1
"4141","Radial Glia - 1",0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0
"4142","Oligos",0,0,0,0,0,4,8,0,0,0,0,1,0,0,0,2
"4143","Neurons - 1",0,0,0,0,0,2,5,0,0,0,0,1,0,0,0,7
"4144","Mixed",0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1
"4145","Astrocytes",0,0,0,1,0,1,2,0,0,0,0,5,0,0,0,6
"4146","Neurons - 2",0,0,0,0,0,16,32,0,3,0,0,0,0,0,0,16
"4147","Radial Glia - 1",0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1
"4148","Neurons - 1",0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,3
"4149","Mixed",0,0,0,0,0,4,18,0,0,0,0,4,0,0,0,8
"4150","Radial Glia - 1",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1
"4151","Mixed",0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0
"4152","Mixed",0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,3
"4153","Radial Glia - 1",0,1,0,0,0,0,2,0,2,0,0,1,0,0,0,1
"4154","Mixed",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"4155","Radial Glia - 1",0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0
"4156","Mixed",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"4157","Mixed",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"4158","Radial Glia - 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4159","Radial Glia - 1",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
"4160","Radial Glia - 2",0,0,0,0,1,5,13,0,0,0,0,1,0,0,0,0
"4161","Radial Glia - 1",0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0
"4162","Neurons - 1",0,0,0,0,0,1,9,0,0,0,0,1,0,0,0,7
"4163","Radial Glia - 1",0,2,0,0,1,2,2,0,0,0,0,2,0,0,0,2
"4164","Neurons - 1",0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,3
"4165","Neurons - 1",0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,7
"4166","Neurons - 2",0,0,0,0,1,6,18,0,0,0,0,1,0,0,0,8
"4167","Mixed",0,0,0,0,0,0,4,0,1,0,0,2,0,0,0,0
"4168","Radial Glia - 1",0,2,0,0,0,1,9,0,3,0,0,0,0,0,0,2
"4169","Radial Glia - 1",0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0
"4170","Radial Glia - 2",0,2,0,0,0,1,8,0,2,0,0,1,0,0,0,0
"4171","Mixed",0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
"4172","Mixed",0,0,0,0,1,1,7,0,0,0,0,1,0,0,0,0
"4173","Neurons - 1",0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1
"4174","Radial Glia - 2",0,0,0,0,1,2,11,0,0,0,0,0,0,0,0,5
"4175","Radial Glia - 1",0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,2
"4176","Mixed",0,0,0,0,0,4,8,0,1,0,0,0,0,0,0,11
"4177","Neurons - 2",0,0,0,0,0,9,20,0,0,0,0,0,0,0,0,10
"4178","Neurons - 2",0,0,0,0,0,5,32,0,0,0,0,1,0,0,0,13
"4179","Radial Glia - 1",0,0,0,0,0,5,2,0,9,0,0,2,0,0,0,11
"4180","Mixed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4181","Neurons - 1",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
"4182","Neurons - 1",0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,4
"4183","Radial Glia - 2",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
"4184","Neurons - 1",0,0,0,0,0,6,20,0,2,0,0,0,0,0,0,2
"4185","Mixed",0,1,0,0,1,0,2,0,1,0,0,2,0,0,0,1
"4186","Radial Glia - 2",0,1,0,0,1,2,8,0,0,0,0,1,0,0,0,1
"4187","Mixed",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4188","Mixed",0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"4189","NPC",0,0,0,0,2,1,9,0,0,0,0,0,0,0,0,1
"4190","Neurons - 1",0,0,0,0,1,6,5,0,0,0,0,0,0,0,0,1
"4191","Radial Glia - 2",0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0
"4192","Radial Glia - 1",0,0,0,0,0,2,17,0,6,0,0,3,0,0,0,10
"4193","Neurons - 1",0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,3
"4194","Mixed",0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2
"4195","Radial Glia - 1",0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,2
"4196","Mixed",0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0
"4197","Radial Glia - 1",0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1
"4198","Oligos",0,0,0,0,0,4,15,0,0,1,0,1,0,0,0,3
"4199","Oligos",0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,3
"4200","Oligos",0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,5
"4201","Radial Glia - 1",0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"4202","Radial Glia - 1",0,2,0,0,2,5,6,0,1,0,0,0,0,0,0,3
"4203","Mixed",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4204","Neurons - 1",0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,1
"4205","Radial Glia - 2",0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3
"4206","Radial Glia - 1",0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1
"4207","Oligos",0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,2
"4208","Neurons - 1",0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,4
"4209","Neurons - 1",0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,3
"4210","Radial Glia - 1",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2
"4211","Oligos",0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,1
"4212","Mixed",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4213","Radial Glia - 1",0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0
"4214","Neurons - 1",0,0,0,0,0,1,7,0,0,0,0,1,0,0,0,10
"4215","Radial Glia - 2",0,0,0,0,0,3,6,0,0,0,0,1,0,0,0,4
"4216","Oligos",0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0
"4217","Neurons - 1",0,0,0,0,3,4,19,0,0,0,0,0,0,0,0,0
"4218","Radial Glia - 1",0,0,0,0,1,3,4,0,0,0,0,1,0,0,0,1
"4219","NPC",0,0,0,0,1,0,9,0,3,0,0,0,0,0,0,4
"4220","Radial Glia - 1",0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0
"4221","Oligos",0,0,0,0,0,2,12,0,1,0,0,0,0,0,0,3
"4222","Mixed",0,0,0,0,0,1,7,0,0,0,0,1,0,0,0,2
"4223","Radial Glia - 1",0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2
"4224","Radial Glia - 1",0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1
"4225","Radial Glia - 1",0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
"4226","Neurons - 1",0,0,0,0,0,1,4,0,1,0,0,1,0,0,0,1
"4227","Radial Glia - 1",0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0
"4228","Oligos",0,0,0,0,0,1,11,0,1,0,0,1,0,0,0,1
"4229","Mixed",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"4230","Mixed",0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0
"4231","Radial Glia - 1",0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,2
